Production Scheme Code,Production Scheme Line No_,Production Phase,No_ of Days,Period No_
BN-02QTANN-COL-LSP,"10,000",GROW,49.00,45
BN-02QTANN-COL-MSP,"10,000",GROW,42.00,1
BN-02QTANN-COL-MSP,"10,000",GROW,35.00,15
BN-02QTANN-COL-MSP,"10,000",GROW,28.00,21
BN-02QTANN-COL-MSP,"10,000",GROW,35.00,41
BN-02QTANN-COL-MSP,"10,000",GROW,42.00,45
BN-02QTANN-COL-SSP,"10,000",GROW,35.00,1
BN-02QTANN-COL-SSP,"10,000",GROW,28.00,21
BN-02QTANN-COL-SSP,"10,000",GROW,35.00,41
BN-02QTANN-DIA-LSP,"10,000",GROW,77.00,1
BN-02QTANN-DIA-LSP,"10,000",GROW,70.00,15
BN-02QTANN-DIA-LSP,"10,000",GROW,63.00,21
BN-02QTANN-DIA-LSP,"10,000",GROW,49.00,23
BN-02QTANN-DIA-LSP,"10,000",GROW,63.00,37
BN-02QTANN-DIA-LSP,"10,000",GROW,70.00,41
BN-02QTANN-DIA-LSP,"10,000",GROW,77.00,44
BN-02QTANN-DIA-MSP,"10,000",GROW,70.00,1
BN-02QTANN-DIA-MSP,"10,000",GROW,63.00,15
BN-02QTANN-DIA-MSP,"10,000",GROW,56.00,21
BN-02QTANN-DIA-MSP,"10,000",GROW,49.00,23
BN-02QTANN-DIA-MSP,"10,000",GROW,56.00,37
BN-02QTANN-DIA-MSP,"10,000",GROW,63.00,41
BN-02QTANN-DIA-MSP,"10,000",GROW,70.00,44
BN-02QTANN-DIA-SSP,"10,000",GROW,63.00,1
BN-02QTANN-DIA-SSP,"10,000",GROW,56.00,15
BN-02QTANN-DIA-SSP,"10,000",GROW,49.00,21
BN-02QTANN-DIA-SSP,"10,000",GROW,56.00,41
BN-02QTANN-DIA-SSP,"10,000",GROW,63.00,44
BN-02QTANN-DUS-LSP,"10,000",GROW,49.00,1
BN-02QTANN-DUS-LSP,"10,000",GROW,42.00,15
BN-02QTANN-DUS-LSP,"10,000",GROW,35.00,21
BN-02QTANN-DUS-LSP,"10,000",GROW,28.00,23
BN-02QTANN-DUS-LSP,"10,000",GROW,35.00,37
BN-02QTANN-DUS-LSP,"10,000",GROW,42.00,41
BN-02QTANN-DUS-LSP,"10,000",GROW,49.00,44
BN-02QTANN-DUS-MSP,"10,000",GROW,42.00,1
BN-02QTANN-DUS-MSP,"10,000",GROW,35.00,15
BN-02QTANN-DUS-MSP,"10,000",GROW,28.00,21
BN-02QTANN-DUS-MSP,"10,000",GROW,35.00,41
BN-02QTANN-DUS-MSP,"10,000",GROW,42.00,44
BN-02QTANN-DUS-SSP,"10,000",GROW,35.00,1
BN-02QTANN-DUS-SSP,"10,000",GROW,28.00,15
BN-02QTANN-DUS-SSP,"10,000",GROW,35.00,44
BN-02QTANN-IMP-LSP,"10,000",GROW,49.00,1
BN-02QTANN-IMP-LSP,"10,000",GROW,42.00,15
BN-02QTANN-IMP-LSP,"10,000",GROW,35.00,19
BN-02QTANN-IMP-LSP,"10,000",GROW,28.00,22
BN-02QTANN-IMP-LSP,"10,000",GROW,35.00,37
BN-02QTANN-IMP-LSP,"10,000",GROW,42.00,40
BN-02QTANN-IMP-LSP,"10,000",GROW,49.00,43
BN-02QTANN-IMP-MSP,"10,000",GROW,42.00,1
BN-02QTANN-IMP-MSP,"10,000",GROW,35.00,15
BN-02QTANN-IMP-MSP,"10,000",GROW,28.00,19
BN-02QTANN-IMP-MSP,"10,000",GROW,35.00,40
BN-02QTANN-IMP-MSP,"10,000",GROW,42.00,43
BN-02QTANN-IMP-SSP,"10,000",GROW,35.00,1
BN-02QTANN-IMP-SSP,"10,000",GROW,28.00,15
BN-02QTANN-IMP-SSP,"10,000",GROW,35.00,43
BN-02QTANN-MAR-LSP,"10,000",GROW,49.00,1
BN-02QTANN-MAR-LSP,"10,000",GROW,42.00,15
BN-02QTANN-MAR-LSP,"10,000",GROW,35.00,21
BN-02QTANN-MAR-LSP,"10,000",GROW,28.00,23
BN-02QTANN-MAR-LSP,"10,000",GROW,35.00,37
BN-02QTANN-MAR-LSP,"10,000",GROW,42.00,42
BN-02QTANN-MAR-LSP,"10,000",GROW,49.00,45
BN-02QTANN-MAR-MSP,"10,000",GROW,42.00,1
BN-02QTANN-MAR-MSP,"10,000",GROW,35.00,15
BN-02QTANN-MAR-MSP,"10,000",GROW,28.00,21
BN-02QTANN-MAR-MSP,"10,000",GROW,35.00,42
BN-02QTANN-MAR-MSP,"10,000",GROW,42.00,45
BN-02QTANN-MAR-SSP,"10,000",GROW,35.00,1
BN-02QTANN-MAR-SSP,"10,000",GROW,28.00,15
BN-02QTANN-MAR-SSP,"10,000",GROW,35.00,42
BN-02QTANN-PAN-LSP,"10,000",GROW,77.00,1
BN-02QTANN-PAN-LSP,"10,000",GROW,70.00,9
BN-02QTANN-PAN-LSP,"10,000",GROW,63.00,13
BN-02QTANN-PAN-LSP,"10,000",GROW,56.00,16
BN-02QTANN-PAN-LSP,"10,000",GROW,49.00,19
BN-02QTANN-PAN-LSP,"10,000",GROW,42.00,22
BN-02QTANN-PAN-LSP,"10,000",GROW,35.00,24
BN-02QTANN-PAN-LSP,"10,000",GROW,42.00,37
BN-02QTANN-PAN-LSP,"10,000",GROW,49.00,39
BN-02QTANN-PAN-LSP,"10,000",GROW,56.00,41
BN-02QTANN-PAN-LSP,"10,000",GROW,63.00,43
BN-02QTANN-PAN-LSP,"10,000",GROW,70.00,45
BN-02QTANN-PAN-LSP,"10,000",GROW,77.00,47
BN-02QTANN-PAN-MSP,"10,000",GROW,70.00,1
BN-02QTANN-PAN-MSP,"10,000",GROW,63.00,9
BN-02QTANN-PAN-MSP,"10,000",GROW,56.00,13
BN-02QTANN-PAN-MSP,"10,000",GROW,49.00,16
BN-02QTANN-PAN-MSP,"10,000",GROW,42.00,19
BN-02QTANN-PAN-MSP,"10,000",GROW,49.00,37
BN-02QTANN-PAN-MSP,"10,000",GROW,56.00,41
BN-02QTANN-PAN-MSP,"10,000",GROW,63.00,45
BN-02QTANN-PAN-MSP,"10,000",GROW,70.00,47
BN-02QTANN-PAN-SSP,"10,000",GROW,56.00,1
BN-02QTANN-PAN-SSP,"10,000",GROW,49.00,9
BN-02QTANN-PAN-SSP,"10,000",GROW,42.00,13
BN-02QTANN-PAN-SSP,"10,000",GROW,49.00,37
BN-02QTANN-PAN-SSP,"10,000",GROW,56.00,41
BN-02QTANN-PET-LSP,"10,000",GROW,56.00,1
BN-02QTANN-PET-LSP,"10,000",GROW,49.00,15
BN-02QTANN-PET-LSP,"10,000",GROW,42.00,21
BN-02QTANN-PET-LSP,"10,000",GROW,35.00,23
BN-02QTANN-PET-LSP,"10,000",GROW,42.00,37
BN-02QTANN-PET-LSP,"10,000",GROW,49.00,41
BN-02QTANN-PET-LSP,"10,000",GROW,56.00,44
BN-02QTANN-PET-MSP,"10,000",GROW,49.00,1
BN-02QTANN-PET-MSP,"10,000",GROW,42.00,15
BN-02QTANN-PET-MSP,"10,000",GROW,35.00,21
BN-02QTANN-PET-MSP,"10,000",GROW,42.00,41
BN-02QTANN-PET-MSP,"10,000",GROW,49.00,44
BN-02QTANN-PET-SSP,"10,000",GROW,42.00,1
BN-02QTANN-PET-SSP,"10,000",GROW,35.00,15
BN-02QTANN-PET-SSP,"10,000",GROW,42.00,44
BN-02QTANN-POR-LSP,"10,000",GROW,49.00,1
BN-02QTANN-POR-LSP,"10,000",GROW,42.00,15
BN-02QTANN-POR-LSP,"10,000",GROW,35.00,23
BN-02QTANN-POR-LSP,"10,000",GROW,42.00,37
BN-02QTANN-POR-LSP,"10,000",GROW,49.00,43
BN-02QTANN-POR-MSP,"10,000",GROW,42.00,1
BN-02QTANN-POR-MSP,"10,000",GROW,35.00,15
BN-02QTANN-POR-MSP,"10,000",GROW,42.00,43
BN-02QTANN-POR-SSP,"10,000",GROW,35.00,1
BN-02QTANN-SAL-LSP,"10,000",GROW,49.00,1
BN-02QTANN-SAL-LSP,"10,000",GROW,42.00,15
BN-02QTANN-SAL-LSP,"10,000",GROW,35.00,19
BN-02QTANN-SAL-LSP,"10,000",GROW,42.00,35
BN-02QTANN-SAL-LSP,"10,000",GROW,49.00,41
BN-02QTANN-SNA-LSP,"10,000",GROW,63.00,1
BN-02QTANN-SNA-LSP,"10,000",GROW,56.00,15
BN-02QTANN-SNA-LSP,"10,000",GROW,49.00,19
BN-02QTANN-SNA-LSP,"10,000",GROW,35.00,23
BN-02QTANN-SNA-LSP,"10,000",GROW,49.00,37
BN-02QTANN-SNA-LSP,"10,000",GROW,56.00,40
BN-02QTANN-SNA-LSP,"10,000",GROW,63.00,43
BN-02QTANN-SNA-MSP,"10,000",GROW,56.00,1
BN-02QTANN-SNA-MSP,"10,000",GROW,49.00,17
BN-02QTANN-SNA-MSP,"10,000",GROW,42.00,19
BN-02QTANN-SNA-MSP,"10,000",GROW,35.00,23
BN-02QTANN-SNA-MSP,"10,000",GROW,49.00,40
BN-02QTANN-SNA-MSP,"10,000",GROW,56.00,43
BN-02QTANN-SNA-SSP,"10,000",GROW,49.00,1
BN-02QTANN-SNA-SSP,"10,000",GROW,42.00,15
BN-02QTANN-SNA-SSP,"10,000",GROW,35.00,23
BN-02QTANN-SNA-SSP,"10,000",GROW,42.00,40
BN-02QTANN-SNA-SSP,"10,000",GROW,49.00,43
BN-02QTANN-VIN-LSP,"10,000",GROW,56.00,1
BN-02QTANN-VIN-LSP,"10,000",GROW,49.00,15
BN-02QTANN-VIN-LSP,"10,000",GROW,42.00,19
BN-02QTANN-VIN-LSP,"10,000",GROW,35.00,23
BN-02QTANN-VIN-LSP,"10,000",GROW,42.00,37
BN-02QTANN-VIN-LSP,"10,000",GROW,49.00,43
BN-02QTANN-VIN-MSP,"10,000",GROW,49.00,1
BN-02QTANN-VIN-MSP,"10,000",GROW,42.00,15
BN-02QTANN-VIN-MSP,"10,000",GROW,35.00,19
BN-02QTANN-VIN-MSP,"10,000",GROW,42.00,43
BN-02QTANN-VIN-SSP,"10,000",GROW,42.00,1
BN-02QTANN-VIN-SSP,"10,000",GROW,35.00,15
BN-02QTANN-ZIN-LSP,"10,000",GROW,49.00,1
BN-02QTANN-ZIN-LSP,"10,000",GROW,42.00,15
BN-02QTANN-ZIN-LSP,"10,000",GROW,35.00,22
BN-02QTANN-ZIN-LSP,"10,000",GROW,42.00,37
BN-02QTANN-ZIN-LSP,"10,000",GROW,49.00,41
BN-02QTANN-ZIN-MSP,"10,000",GROW,42.00,1
BN-02QTANN-ZIN-MSP,"10,000",GROW,35.00,15
BN-02QTANN-ZIN-MSP,"10,000",GROW,42.00,41
BN-02QTANN-ZIN-SSP,"10,000",GROW,35.00,1
BN-04INACC-HED-LSP,"10,000",GROW,91.00,1
BN-04INACC-HED-LSP,"10,000",GROW,84.00,17
BN-04INACC-HED-LSP,"10,000",GROW,77.00,23
BN-04INACC-HED-MSP,"10,000",GROW,84.00,1
BN-04INACC-HED-MSP,"10,000",GROW,77.00,17
BN-04INACC-HED-MSP,"10,000",GROW,70.00,23
BN-04INACC-HED-SSP,"10,000",GROW,77.00,1
BN-04INACC-HED-SSP,"10,000",GROW,70.00,15
BN-04INACC-HED-SSP,"10,000",GROW,63.00,20
BN-04INACC-HED-SSP,"10,000",GROW,56.00,22
BN-04INANN-AGE-LSP,"10,000",GROW,49.00,1
BN-04INANN-AGE-LSP,"10,000",GROW,42.00,15
BN-04INANN-AGE-LSP,"10,000",GROW,35.00,21
BN-04INANN-AGE-LSP,"10,000",GROW,42.00,37
BN-04INANN-AGE-LSP,"10,000",GROW,49.00,41
BN-04INANN-AGE-MSP,"10,000",GROW,42.00,1
BN-04INANN-AGE-MSP,"10,000",GROW,35.00,15
BN-04INANN-AGE-MSP,"10,000",GROW,42.00,41
BN-04INANN-AGE-SSP,"10,000",GROW,35.00,1
BN-04INANN-ALY-LSP,"10,000",GROW,42.00,1
BN-04INANN-ALY-LSP,"10,000",GROW,35.00,15
BN-04INANN-ALY-LSP,"10,000",GROW,28.00,23
BN-04INANN-ALY-LSP,"10,000",GROW,35.00,38
BN-04INANN-ALY-LSP,"10,000",GROW,42.00,43
BN-04INANN-ALY-MSP,"10,000",GROW,35.00,1
BN-04INANN-ALY-MSP,"10,000",GROW,28.00,15
BN-04INANN-ALY-MSP,"10,000",GROW,35.00,43
BN-04INANN-ALY-SSP,"10,000",GROW,28.00,1
BN-04INANN-BEG-LSP,"10,000",GROW,49.00,1
BN-04INANN-BEG-LSP,"10,000",GROW,42.00,15
BN-04INANN-BEG-LSP,"10,000",GROW,35.00,21
BN-04INANN-BEG-LSP,"10,000",GROW,28.00,23
BN-04INANN-BEG-LSP,"10,000",GROW,35.00,37
BN-04INANN-BEG-LSP,"10,000",GROW,42.00,40
BN-04INANN-BEG-LSP,"10,000",GROW,49.00,43
BN-04INANN-BEG-MSP,"10,000",GROW,42.00,1
BN-04INANN-BEG-MSP,"10,000",GROW,35.00,15
BN-04INANN-BEG-MSP,"10,000",GROW,28.00,21
BN-04INANN-BEG-MSP,"10,000",GROW,35.00,40
BN-04INANN-BEG-MSP,"10,000",GROW,42.00,43
BN-04INANN-BEG-SSP,"10,000",GROW,35.00,1
BN-04INANN-BEG-SSP,"10,000",GROW,28.00,15
BN-04INANN-BEG-SSP,"10,000",GROW,35.00,43
BN-04INANN-CEL-LSP,"10,000",GROW,56.00,1
BN-04INANN-CEL-LSP,"10,000",GROW,49.00,15
BN-04INANN-CEL-LSP,"10,000",GROW,42.00,19
BN-04INANN-CEL-LSP,"10,000",GROW,35.00,23
BN-04INANN-CEL-LSP,"10,000",GROW,42.00,37
BN-04INANN-CEL-LSP,"10,000",GROW,49.00,41
BN-04INANN-CEL-LSP,"10,000",GROW,56.00,45
BN-04INANN-CEL-MSP,"10,000",GROW,49.00,1
BN-04INANN-CEL-MSP,"10,000",GROW,42.00,15
BN-04INANN-CEL-MSP,"10,000",GROW,35.00,19
BN-04INANN-CEL-MSP,"10,000",GROW,42.00,41
BN-04INANN-CEL-MSP,"10,000",GROW,49.00,45
BN-04INANN-CEL-SSP,"10,000",GROW,42.00,1
BN-04INANN-CEL-SSP,"10,000",GROW,35.00,15
BN-04INANN-CEL-SSP,"10,000",GROW,42.00,45
BN-04INANN-COL-LSP,"10,000",GROW,56.00,1
BN-04INANN-COL-LSP,"10,000",GROW,49.00,15
BN-04INANN-COL-LSP,"10,000",GROW,42.00,19
BN-04INANN-COL-LSP,"10,000",GROW,35.00,22
BN-04INANN-COL-LSP,"10,000",GROW,28.00,23
BN-04INANN-COL-LSP,"10,000",GROW,42.00,38
BN-04INANN-COL-LSP,"10,000",GROW,49.00,42
BN-04INANN-COL-LSP,"10,000",GROW,56.00,45
BN-04INANN-COL-MSP,"10,000",GROW,49.00,1
BN-04INANN-COL-MSP,"10,000",GROW,42.00,15
BN-04INANN-COL-MSP,"10,000",GROW,35.00,17
BN-04INANN-COL-MSP,"10,000",GROW,28.00,23
BN-04INANN-COL-MSP,"10,000",GROW,35.00,38
BN-04INANN-COL-MSP,"10,000",GROW,42.00,42
BN-04INANN-COL-MSP,"10,000",GROW,49.00,45
BN-04INANN-COL-SSP,"10,000",GROW,42.00,1
BN-04INANN-COL-SSP,"10,000",GROW,35.00,15
BN-04INANN-COL-SSP,"10,000",GROW,28.00,19
BN-04INANN-COL-SSP,"10,000",GROW,35.00,42
BN-04INANN-COL-SSP,"10,000",GROW,42.00,45
BN-04INANN-CYP-LSP,"10,000",GROW,84.00,1
BN-04INANN-DIA-LSP,"10,000",GROW,77.00,1
BN-04INANN-DIA-LSP,"10,000",GROW,70.00,15
BN-04INANN-DIA-LSP,"10,000",GROW,63.00,21
BN-04INANN-DIA-LSP,"10,000",GROW,49.00,23
BN-04INANN-DIA-LSP,"10,000",GROW,56.00,24
BN-04INANN-DIA-LSP,"10,000",GROW,49.00,26
BN-04INANN-DIA-LSP,"10,000",GROW,56.00,37
BN-04INANN-DIA-LSP,"10,000",GROW,63.00,41
BN-04INANN-DIA-LSP,"10,000",GROW,70.00,45
BN-04INANN-DIA-LSP,"10,000",GROW,77.00,49
BN-04INANN-DIA-MSP,"10,000",GROW,70.00,1
BN-04INANN-DIA-MSP,"10,000",GROW,63.00,15
BN-04INANN-DIA-MSP,"10,000",GROW,56.00,21
BN-04INANN-DIA-MSP,"10,000",GROW,49.00,23
BN-04INANN-DIA-MSP,"10,000",GROW,56.00,41
BN-04INANN-DIA-MSP,"10,000",GROW,63.00,45
BN-04INANN-DIA-MSP,"10,000",GROW,70.00,49
BN-04INANN-DIA-SSP,"10,000",GROW,63.00,1
BN-04INANN-DIA-SSP,"10,000",GROW,56.00,15
BN-04INANN-DIA-SSP,"10,000",GROW,49.00,21
BN-04INANN-DIA-SSP,"10,000",GROW,56.00,45
BN-04INANN-DIA-SSP,"10,000",GROW,63.00,49
BN-04INANN-DUS-LSP,"10,000",GROW,49.00,1
BN-04INANN-DUS-LSP,"10,000",GROW,42.00,15
BN-04INANN-DUS-LSP,"10,000",GROW,35.00,21
BN-04INANN-DUS-LSP,"10,000",GROW,28.00,23
BN-04INANN-DUS-LSP,"10,000",GROW,42.00,37
BN-04INANN-DUS-LSP,"10,000",GROW,49.00,43
BN-04INANN-DUS-MSP,"10,000",GROW,42.00,1
BN-04INANN-DUS-MSP,"10,000",GROW,35.00,15
BN-04INANN-DUS-MSP,"10,000",GROW,28.00,21
BN-04INANN-DUS-MSP,"10,000",GROW,35.00,37
BN-04INANN-DUS-MSP,"10,000",GROW,42.00,43
BN-04INANN-DUS-SSP,"10,000",GROW,35.00,1
BN-04INANN-DUS-SSP,"10,000",GROW,28.00,15
BN-04INANN-DUS-SSP,"10,000",GROW,35.00,43
BN-04INANN-GER-LSP,"10,000",GROW,63.00,1
BN-04INANN-GER-LSP,"10,000",GROW,49.00,15
BN-04INANN-GER-LSP,"10,000",GROW,42.00,21
BN-04INANN-GER-LSP,"10,000",GROW,35.00,23
BN-04INANN-GER-LSP,"10,000",GROW,49.00,37
BN-04INANN-GER-LSP,"10,000",GROW,63.00,42
BN-04INANN-GER-MSP,"10,000",GROW,49.00,1
BN-04INANN-GER-MSP,"10,000",GROW,42.00,15
BN-04INANN-GER-MSP,"10,000",GROW,35.00,21
BN-04INANN-GER-MSP,"10,000",GROW,42.00,37
BN-04INANN-GER-MSP,"10,000",GROW,49.00,42
BN-04INANN-GER-SSP,"10,000",GROW,35.00,1
BN-04INANN-IMP-LSP,"10,000",GROW,42.00,1
BN-04INANN-IMP-LSP,"10,000",GROW,35.00,16
BN-04INANN-IMP-LSP,"10,000",GROW,42.00,37
BN-04INANN-IMP-MSP,"10,000",GROW,35.00,1
BN-04INANN-IMP-MSP,"10,000",GROW,28.00,16
BN-04INANN-IMP-MSP,"10,000",GROW,35.00,37
BN-04INANN-IMP-SSP,"10,000",GROW,28.00,1
BN-04INANN-MAR-LSP,"10,000",GROW,49.00,1
BN-04INANN-MAR-LSP,"10,000",GROW,42.00,15
BN-04INANN-MAR-LSP,"10,000",GROW,35.00,19
BN-04INANN-MAR-LSP,"10,000",GROW,42.00,37
BN-04INANN-MAR-LSP,"10,000",GROW,49.00,46
BN-04INANN-MAR-MSP,"10,000",GROW,42.00,1
BN-04INANN-MAR-MSP,"10,000",GROW,35.00,15
BN-04INANN-MAR-MSP,"10,000",GROW,28.00,19
BN-04INANN-MAR-MSP,"10,000",GROW,35.00,37
BN-04INANN-MAR-MSP,"10,000",GROW,42.00,46
BN-04INANN-MAR-SSP,"10,000",GROW,35.00,1
BN-04INANN-MAR-SSP,"10,000",GROW,28.00,15
BN-04INANN-MAR-SSP,"10,000",GROW,35.00,46
BN-04INANN-PAN-KY1SP,"10,000",GROW,56.00,1
BN-04INANN-PAN-KY1SP,"10,000",GROW,49.00,9
BN-04INANN-PAN-KY1SP,"10,000",GROW,42.00,13
BN-04INANN-PAN-KY1SP,"10,000",GROW,35.00,17
BN-04INANN-PAN-KY1SP,"10,000",GROW,42.00,41
BN-04INANN-PAN-KY1SP,"10,000",GROW,49.00,46
BN-04INANN-PAN-KY1SP,"10,000",GROW,56.00,51
BN-04INANN-PAN-LSP,"10,000",GROW,70.00,1
BN-04INANN-PAN-LSP,"10,000",GROW,63.00,9
BN-04INANN-PAN-LSP,"10,000",GROW,56.00,13
BN-04INANN-PAN-LSP,"10,000",GROW,49.00,17
BN-04INANN-PAN-LSP,"10,000",GROW,42.00,21
BN-04INANN-PAN-LSP,"10,000",GROW,35.00,23
BN-04INANN-PAN-LSP,"10,000",GROW,49.00,37
BN-04INANN-PAN-LSP,"10,000",GROW,56.00,41
BN-04INANN-PAN-LSP,"10,000",GROW,63.00,44
BN-04INANN-PAN-LSP,"10,000",GROW,70.00,48
BN-04INANN-PAN-MSP,"10,000",GROW,63.00,1
BN-04INANN-PAN-MSP,"10,000",GROW,56.00,9
BN-04INANN-PAN-MSP,"10,000",GROW,49.00,13
BN-04INANN-PAN-MSP,"10,000",GROW,42.00,17
BN-04INANN-PAN-MSP,"10,000",GROW,35.00,21
BN-04INANN-PAN-MSP,"10,000",GROW,42.00,37
BN-04INANN-PAN-MSP,"10,000",GROW,49.00,41
BN-04INANN-PAN-MSP,"10,000",GROW,56.00,44
BN-04INANN-PAN-MSP,"10,000",GROW,63.00,48
BN-04INANN-PAN-SSP,"10,000",GROW,56.00,1
BN-04INANN-PAN-SSP,"10,000",GROW,49.00,9
BN-04INANN-PAN-SSP,"10,000",GROW,42.00,13
BN-04INANN-PAN-SSP,"10,000",GROW,35.00,17
BN-04INANN-PAN-SSP,"10,000",GROW,42.00,41
BN-04INANN-PAN-SSP,"10,000",GROW,49.00,44
BN-04INANN-PAN-SSP,"10,000",GROW,56.00,48
BN-04INANN-PAN-VA7SP,"10,000",GROW,63.00,1
BN-04INANN-PAN-VA7SP,"10,000",GROW,56.00,9
BN-04INANN-PAN-VA7SP,"10,000",GROW,49.00,13
BN-04INANN-PAN-VA7SP,"10,000",GROW,42.00,17
BN-04INANN-PAN-VA7SP,"10,000",GROW,35.00,21
BN-04INANN-PAN-VA7SP,"10,000",GROW,42.00,35
BN-04INANN-PAN-VA7SP,"10,000",GROW,49.00,41
BN-04INANN-PAN-VA7SP,"10,000",GROW,56.00,46
BN-04INANN-PAN-VA7SP,"10,000",GROW,63.00,51
BN-04INANN-PET-LSP,"10,000",GROW,56.00,1
BN-04INANN-PET-LSP,"10,000",GROW,49.00,15
BN-04INANN-PET-LSP,"10,000",GROW,42.00,21
BN-04INANN-PET-LSP,"10,000",GROW,28.00,23
BN-04INANN-PET-LSP,"10,000",GROW,42.00,37
BN-04INANN-PET-LSP,"10,000",GROW,49.00,42
BN-04INANN-PET-LSP,"10,000",GROW,56.00,45
BN-04INANN-PET-MSP,"10,000",GROW,49.00,1
BN-04INANN-PET-MSP,"10,000",GROW,42.00,15
BN-04INANN-PET-MSP,"10,000",GROW,35.00,21
BN-04INANN-PET-MSP,"10,000",GROW,28.00,23
BN-04INANN-PET-MSP,"10,000",GROW,35.00,37
BN-04INANN-PET-MSP,"10,000",GROW,42.00,42
BN-04INANN-PET-MSP,"10,000",GROW,49.00,45
BN-04INANN-PET-SSP,"10,000",GROW,42.00,1
BN-04INANN-PET-SSP,"10,000",GROW,35.00,15
BN-04INANN-PET-SSP,"10,000",GROW,28.00,21
BN-04INANN-PET-SSP,"10,000",GROW,35.00,42
BN-04INANN-PET-SSP,"10,000",GROW,42.00,45
BN-04INANN-POR-LSP,"10,000",GROW,56.00,1
BN-04INANN-POR-LSP,"10,000",GROW,49.00,15
BN-04INANN-POR-LSP,"10,000",GROW,42.00,21
BN-04INANN-POR-LSP,"10,000",GROW,35.00,23
BN-04INANN-POR-LSP,"10,000",GROW,49.00,37
BN-04INANN-POR-LSP,"10,000",GROW,56.00,43
BN-04INANN-POR-MSP,"10,000",GROW,49.00,1
BN-04INANN-POR-MSP,"10,000",GROW,42.00,15
BN-04INANN-POR-MSP,"10,000",GROW,35.00,18
BN-04INANN-POR-MSP,"10,000",GROW,42.00,37
BN-04INANN-POR-MSP,"10,000",GROW,49.00,43
BN-04INANN-POR-SSP,"10,000",GROW,42.00,1
BN-04INANN-POR-SSP,"10,000",GROW,35.00,15
BN-04INANN-POR-SSP,"10,000",GROW,42.00,43
BN-04INANN-SAL-LSP,"10,000",GROW,49.00,1
BN-04INANN-SAL-LSP,"10,000",GROW,42.00,15
BN-04INANN-SAL-LSP,"10,000",GROW,35.00,21
BN-04INANN-SAL-LSP,"10,000",GROW,28.00,23
BN-04INANN-SAL-LSP,"10,000",GROW,35.00,37
BN-04INANN-SAL-LSP,"10,000",GROW,42.00,42
BN-04INANN-SAL-LSP,"10,000",GROW,49.00,45
BN-04INANN-SAL-MSP,"10,000",GROW,42.00,1
BN-04INANN-SAL-MSP,"10,000",GROW,35.00,15
BN-04INANN-SAL-MSP,"10,000",GROW,28.00,21
BN-04INANN-SAL-MSP,"10,000",GROW,35.00,37
BN-04INANN-SAL-MSP,"10,000",GROW,42.00,45
BN-04INANN-SAL-SSP,"10,000",GROW,35.00,1
BN-04INANN-SAL-SSP,"10,000",GROW,28.00,15
BN-04INANN-SAL-SSP,"10,000",GROW,35.00,45
BN-04INANN-SNA-LSP,"10,000",GROW,56.00,1
BN-04INANN-SNA-LSP,"10,000",GROW,49.00,15
BN-04INANN-SNA-LSP,"10,000",GROW,42.00,21
BN-04INANN-SNA-LSP,"10,000",GROW,35.00,23
BN-04INANN-SNA-LSP,"10,000",GROW,49.00,37
BN-04INANN-SNA-LSP,"10,000",GROW,56.00,42
BN-04INANN-SNA-MSP,"10,000",GROW,49.00,1
BN-04INANN-SNA-MSP,"10,000",GROW,42.00,18
BN-04INANN-SNA-MSP,"10,000",GROW,35.00,21
BN-04INANN-SNA-MSP,"10,000",GROW,42.00,37
BN-04INANN-SNA-MSP,"10,000",GROW,49.00,42
BN-04INANN-SNA-SSP,"10,000",GROW,42.00,1
BN-04INANN-SNA-SSP,"10,000",GROW,35.00,21
BN-04INANN-SNA-SSP,"10,000",GROW,42.00,37
BN-04INANN-VIN-LSP,"10,000",GROW,56.00,1
BN-04INANN-VIN-LSP,"10,000",GROW,49.00,15
BN-04INANN-VIN-LSP,"10,000",GROW,42.00,21
BN-04INANN-VIN-LSP,"10,000",GROW,35.00,23
BN-04INANN-VIN-LSP,"10,000",GROW,42.00,37
BN-04INANN-VIN-LSP,"10,000",GROW,49.00,40
BN-04INANN-VIN-LSP,"10,000",GROW,56.00,44
BN-04INANN-VIN-MSP,"10,000",GROW,49.00,1
BN-04INANN-VIN-MSP,"10,000",GROW,42.00,15
BN-04INANN-VIN-MSP,"10,000",GROW,35.00,18
BN-04INANN-VIN-MSP,"10,000",GROW,42.00,40
BN-04INANN-VIN-MSP,"10,000",GROW,49.00,44
BN-04INANN-VIN-SSP,"10,000",GROW,42.00,1
BN-04INANN-VIN-SSP,"10,000",GROW,35.00,15
BN-04INANN-VIN-SSP,"10,000",GROW,28.00,37
BN-04INANN-VIN-SSP,"10,000",GROW,35.00,40
BN-04INANN-VIN-SSP,"10,000",GROW,42.00,44
BN-04INANN-VIO-LSP,"10,000",GROW,56.00,1
BN-04INANN-VIO-LSP,"10,000",GROW,49.00,15
BN-04INANN-VIO-LSP,"10,000",GROW,42.00,20
BN-04INANN-VIO-LSP,"10,000",GROW,35.00,34
BN-04INPER-LYS-LSP,"10,000",GROW,49.00,1
BN-04INPER-LYS-LSP,"10,000",GROW,49.00,15
BN-04INPER-LYS-LSP,"10,000",GROW,49.00,23
BN-04INPER-LYS-LSP,"10,000",GROW,49.00,37
BN-04INPER-LYS-LSP,"10,000",GROW,49.00,42
BN-04INPER-LYS-MSP,"10,000",GROW,42.00,1
BN-04INPER-LYS-MSP,"10,000",GROW,35.00,15
