Production Item No_,Production Variant Code,Location Code,Production Scheme Code,Activity Scheme Code,Add_ Activity Scheme Code
4000699,000699BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000699-BV01
4000459,000459BV01,NC04,NC04-1GALPER,NC04-1GALPER-NSP,NC04-4000459-BV01
4000278,000278BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000278-BV01
4000133,000133BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000133-BV01
4000506,000506BV01,NC04,NC04-2GALPER-PLT,NC04-2GALPER-BLUE,NC04-4000506-BV01
4000349,000349BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000349-BV01
4000147,000147BN01,NC03,NC03-1GALVIG-FER-NST,NC03-1GALVIG-SPT,NC03-4000147-BN01
4000383,000383BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000383-BV01
4000727,000727BV01,NC04,NC04-1GALPRW-HEU-SPR,NC04-1GALPRW-PT,NC04-4000727-BV01
4000968,000968BV01,NC04,NC04-306PVIG,NC04-306PVIG,NC04-4000968-BV01
4008359,008359BN01,NC03,NC03-3GALPER-ROS,NC03-3GALPER-TR,NC03-4008359-BN01
4008361,008361BN01,NC03,NC03-3GALPER-ROS,NC03-3GALPER-TR,NC03-4008361-BN01
4000295,000295BV01,NC04,NC04-1GALPER-PLT-SPP,NC04-1GALPER-SPP,NC04-4000295-BV01
4000796,000796BV01,NC04,NC04-1GALPRW-PHX-SPR,NC04-1GALPRW-SP,NC04-4000796-BV01
4000251,000251BV01,NC04,NC04-2GALPER-LEU,NC04-2GALPER-YELLOW,NC04-4000251-BV01
4000156,000156BV01,NC04,NC04-1GALPER-VRC-SP,NC04-1GALPER-NSP,NC04-4000156-BV01
4000482,000482BV01,NC04,NC04-1GALVIG-AGA-SPP,NC04-1GALVIG-SPP,NC04-4000482-BV01
4000944,000944BV01,NC04,NC04-1GALVIG-PSK-NSP,NC04-1GALVIG-SPP,NC04-4000944-BV01
4000257,000257BV01,NC04,NC04-1QRTVIG-LAM,NC04-1QRTVIG,NC04-4000257-BV01
4000077,000077BO02,OH08,OH08-1GALPER-LIL,OH08-1GALPER,OH08-4000077-BO02
4009678,009678BO01,OH08,OH08-1GALPER-HOS,OH08-1GALPER-HOS,OH08-4009678-BO01
4001004,001004BO01,OH08,OH08-1GALPER-HIB,OH08-1GALPER,OH08-4001004-BO01
4001005,001005BO03,OH08,OH08-1GALPER-PRI,OH08-1GALPER,OH08-4001005-BO03
4000456,000456BO01,OH08,OH08-1GALPER-STA,OH08-1GALPER,
4000318,000318BO01,OH08,OH08-1GALVIG-LIL,OH08-1GALVIG-PER,OH08-4000318-BO01
4000318,000318BO02,OH08,OH08-1GALVIG-LIL,OH08-1GALVIG-PER,OH08-4000318-BO02
4000681,000681BO04,OH08,OH08-1GALVIG-DEL,OH08-1GALVIG,OH08-4000681-BO04
4000375,000375BO01,OH08,OH08-08INBAR-ECH,OH08-08INBAR,OH08-4000375-BO01
4009678,009678BN01,NC03,NC03-1GALPER-HOS,NC03-1GALPER-HOS-TR,NC03-4009678-BN01
4009679,009679BN01,NC03,NC03-1GALPER-HOS,NC03-1GALPER-HOS-TR,NC03-4009679-BN01
4000125,000125BN01,NC03,NC03-2GALPER-DAY,NC03-2GALPER-TR,NC03-4000125-BN01
4000094,000094BN01,NC03,NC03-7.4INPER-CLY-TR,NC03-7.4INPER-TR,NC03-4000094-BN01
4000109,000109BN01,NC03,NC03-1GALPER-DAY,NC03-1GALPER-PTT,NC03-4000109-BN01
4000155,000155BN01,NC03,NC03-1GALPER-SED-SNS,NC03-1GALPER-SPT,NC03-4000155-BN01
4000155,000155BN03,NC03,NC03-1GALPER-SED-SNS,NC03-1GALPER-SPT,NC03-4000155-BN02
4000214,000214BN01,NC03,NC03-1GALGRC-SEM-NST,NC03-1GALGRC-NST,NC03-4000214-BN01
4000214,000214BN02,NC03,NC03-1GALGRC-SEM-SPT,NC03-1GALGRC-SPP-TR,NC03-4000214-BN02
4000217,000217BN01,NC03,NC03-1QRTPER-SP-HOS,NC03-1QRTPER-HOS-TR,NC03-4000217-BN01
4000218,000218BN01,NC03,NC03-2GALPER-PT-HOS,NC03-2GALPER-HOS-TR,NC03-4000218-BN01
4000223,000223BN01,NC03,NC03-1GALVIG-JUN-NST,NC03-1GALVIG-SPT,NC03-4000223-BN01
4000223,000223BN02,NC03,NC03-1GALVIG-JUN-NST,NC03-1GALVIG-SPT,NC03-4000223-BN02
4000224,000224BN02,NC03,NC03-1GALVIG-MIS-NST,NC03-1GALVIG-SPT,NC03-4000224-BN02
4000227,000227BN02,NC03,NC03-2GALVIG-MIS-SPR,NC03-2GALVIG-TR,NC03-4000227-BN01
4000227,000227BN02,NC03,NC03-2GALVIG-MIS-SPR,NC03-2GALVIG-TR,NC03-4000227-BN02
4000227,000227BN03,NC03,NC03-2GALVIG-MIS-SPR,NC03-2GALVIG-TR,NC03-4000227-BN03
4000229,000229BN01,NC03,NC03-2GALVIG-PEN,NC03-2GALVIG-TR,NC03-4000229-BN01
4000244,000244BN02,NC03,NC03-2GALPER-PNY-PF,NC03-2GALPER-PF,NC03-4000244-BN02
4000253,000253BN01,NC03,NC03-2GALPER-SED,NC03-2GALPER-SED,NC03-4000253-BN01
4000289,000289BN01,NC03,NC03-2GALPER-DIA-FAL,NC03-2GALPER-DIA,NC03-4000289-BN01
4000313,4000313B05,NC03,NC03-1GALVIG-SP-HOS,NC03-1GALVIG-SPT,BN-4000313-05
4000317,000317BN01,NC03,NC03-1GALVIG-CAN-SPT,NC03-1GALVIG-SPT,NC03-4000317-BN01
4000391,000391BN01,NC03,NC03-2GALPER-CAN-T,NC03-2GALPER-YEL-TR,NC03-4000391-BN01
4000492,000492BN03,NC03,NC03-2GALVIG-SCH,NC03-2GALVIG-TR,NC03-4000492-BN03
4000501,000501BN01,NC03,NC03-1GALGRC-ORE-SPT,NC03-1GALGRC-SPP-TR,NC03-4000501-BN01
4000507,000507BN01,NC03,NC03-2GALPER-IRI,NC03-2GALPER-TR,NC03-4000507-BN01
4000683,000683BN01,NC03,NC03-1GALPER-DAY,NC03-1GALPRW-SPP-TR,NC03-4000683-BN01
4000738,000738BN01,NC03,NC03-3GALPER-DAY,NC03-3GALPER-TR,NC03-4000738-BN01
4000753,000753BN01,NC03,NC03-1GALPRW-SP-HOS,NC03-1GALPRW-NSP,NC03-4000753-BN01
4000798,000798BN01,NC03,NC03-1GALPRW-DIA-FAL,NC03-1GALPRW-SPP-TR,NC03-4000798-BN01
4000928,000928BN01,NC03,NC03-1GALGRC-LAM-SPT,NC03-1GALGRC-SPP-TR,NC03-4000928-BN01
4000990,000990BV01,NC04,NC04-1GALGRC-VIN-SPP,NC04-1GALGRC-NSP,NC04-4000990-BV01
4006980,006980BN01,NC03,NC03-1GALPER-HOS,NC03-1GALPER-HOS-TR,NC03-4006980-BN01
4000125,000125BN03,NC03,NC03-2GALPER-DAY,NC03-2GALPER-TR,NC03-4000125-BN01
4000129,000129BN01,NC03,NC03-1GALPER-PTT,NC03-1GALPER-SPT,NC03-4000129-BN01
4000380,000380BN01,NC03,NC03-1GALVIG-ALL-SPP,NC03-1GALVIG-SPT,NC03-4000380-BN01
4000657,000657BN01,NC03,NC03-08INBRI-TR,NC03-08INPER-TR,NC03-4000657-BN01
4000714,000714BN01,NC03,NC03-3GALPER-ASB,NC03-3GALPER-TR,NC03-4000714-BN01
4000881,000881BN01,NC03,NC03-11INBIL-ROS,NC03-2GALPER,NC03-4000881-BN01
4000041,000041BV01,NC04,NC04-1GALVIG-HEL-NSP,NC04-1GALVIG-PT,NC04-4000041-BV01
4000052,000052BV01,NC04,NC04-04INGRC,NC04-04INGRC,NC04-4000052-BV01
4000072,000072BV01,NC04,NC04-1GALPER-AUR,NC04-1GALPER-SPP,NC04-4000072-BV01
4000072,000072BV02,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000072-BV01
4000077,000077BV01,NC04,NC04-1GALPER-LIL,NC04-1GALPER-SPP,NC04-4000077-BV01
4000094,4000094B01,NC04,NC04-74INPLT,NC04-74INPLT,BN-4000094-01
4000127,4000127B01,NC04,NC04-1GALPER,NC04-1GALVIG-SPP,BN-4000127-01
4000129,000129BV01,NC04,NC04-1GALPER-IBE-SPR,NC04-1GALPER-NSP,NC04-4000129-BV01
4000130,000130BV01,NC04,NC04-1GALPER-LIT,NC04-1GALPER-SPP,NC04-4000130-BV01
4000134,000134BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000134-BV01
4000135,000135BV01,NC04,NC04-1GALPER-VER-SPP,NC04-1GALPER-SPP,NC04-4000135-BV01
4000138,000138BV01,NC04,NC04-1GALPRW,NC04-1GALPRW-PT,NC04-4000138-BV01
4000139,000139BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000139-BV01
4000144,000144BV01,NC04,NC04-1GALPER-DIA-FAL,NC04-1GALPER-SPP,NC04-4000144-BV01
4000151,000151BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000151-BV01
4000153,000153BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000153-BV01
4000154,000154BV01,NC04,NC04-1GALPER-SAL-NSP,NC04-1GALPER-NSP,NC04-4000154-BV01
4000155,000155BV01,NC04,NC04-1GALPER,NC04-1GALPER-NSP,NC04-4000155-BV01
4000214,000214BV02,NC04,NC04-1GALGRC-SEM-SPP,NC04-1GALGRC-SPP,NC04-4000214-BV02
4000221,000221BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000221-BV01
4000222,000222BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000222-BV01
4000223,4000223B01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000223-BV01
4000224,000224BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000224-BV01
4000225,000225BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000225-BV01
4000226,000226BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000226-BV01
4000227,000227BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000227-BV01
4000245,000245BV01,NC04,NC04-2GALPER-HIB,NC04-2GALPER-RED,NC04-4000245-BV01
4000247,000247BV01,NC04,NC04-2GALPER-VRC-SPR,NC04-2GALPER-BLUE,NC04-4000247-BV01
4000249,000249BV01,NC04,NC04-2GALPER-ECH,NC04-2GALPER-RED,NC04-4000249-BV01
4000250,000250BV01,NC04,NC04-2GALPER-PHX-FAL,NC04-2GALPER-PURPLE,NC04-4000250-BV01
4000252,000252BV01,NC04,NC04-2GALPER-RUD,NC04-2GALPER-YELLOW,NC04-4000252-BV01
4000255,000255BV01,NC04,NC04-2GALPER-SAL-FAL,NC04-2GALPER-PURPLE,NC04-4000255-BV01
4000274,000274BV01,NC04,NC04-1GALPER,NC04-1GALPER-NSP,NC04-4000274-BV01
4000278,000278BV02,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000278-BV02
4000285,000285BV01,NC04,NC04-1GALNNV-PST-SPP,NC04-1GALNNV-SPP,NC04-4000285-BV01
4000287,000287BV01,NC04,NC04-2GALPRW-SPR,NC04-2GALPRW,NC04-4000287-BV01
4000316,000316BV01,NC04,NC04-1QRTPER-CLY,NC04-1QRTPER-PUR,NC04-4000316-BV01
4000318,000318BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000318-BV01
4000319,000319BV02,NC04,NC04-1GALNNV-ECH-NSP,NC04-1GALNNV-SPP,NC04-4000319-BV02
4000322,000322BV01,NC04,NC04-10INPER-ECH,NC04-10INPER,NC04-4000322-BV01
4000333,000333BV01,NC04,NC04-2GALPRW-HIB,NC04-2GALPRW,NC04-4000333-BV01
4000384,000384BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-PT,NC04-4000384-BV01
4000385,000385BV01,NC04,NC04-1GALNNV,NC04-1GALNNV-SPP,NC04-4000385-BV01
4000389,000389BV01,NC04,NC04-1QRTVIG,NC04-1QRTVIG,NC04-4000389-BV01
4000392,000392BV01,NC04,NC04-2GALPER-AQU,NC04-2GALPER-BLUE,NC04-4000392-BV01
4000444,000444BV01,NC04,NC04-08INWHB-RUD,NC04-08INWHB,NC04-4000444-BV01
4000450,000450BV01,NC04,NC04-3GALPER,NC04-3GALPER,NC04-4000450-BV01
4000452,000452BV01,NC04,NC04-3GALPER-ECH,NC04-3GALPER,NC04-4000452-BV01
4000457,000457BV01,NC04,NC04-1GALPER-SIL-FAL,NC04-1GALPER-NSP,NC04-4000457-BV01
4000457,000457BV02,NC04,NC04-1GALPER-SIL-SPP,NC04-1GALPER-SPP,NC04-4000457-BV01
4000461,000461BV01,NC04,NC04-1GALPER-AGA-SPP,NC04-1GALPER-SPP,NC04-4000461-BV01
4000462,000462BV01,NC04,NC04-1GALPER-LOB,NC04-1GALPER-NSP,NC04-4000462-BV01
4000468,000468BV01,NC04,NC04-1GALPRW,NC04-1GALPRW-SP,NC04-4000468-BV01
4000470,000470BV01,NC04,NC04-1GALPRW-VRC-FAL,NC04-1GALPRW-SP,NC04-4000470-BV01
4000474,000474BV01,NC04,NC04-1GALPRW-SED-SPP,NC04-1GALPRW-PT,NC04-4000474-BV01
4000475,000475BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000475-BV01
4000480,000480BV01,NC04,NC04-1GALVIG-ARM,NC04-1GALVIG-PT,NC04-4000480-BV01
4000481,000481BV01,NC04,NC04-1GALVIG-STO,NC04-1GALVIG-PT,NC04-4000481-BV01
4000482,000482BV02,NC04,NC04-1GALVIG-AGA-SPP,NC04-1GALVIG-SPP,NC04-4000482-BV02
4000483,000483BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000483-BV01
4000489,000489BV01,NC04,NC04-1QRTVIG-DIA-FAL,NC04-1QRTVIG,NC04-4000489-BV01
4000492,000492BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000492-BV01
4000499,000499BV01,NC04,NC04-1GALGRC-VRC,NC04-1GALGRC-NSP,NC04-4000499-BV01
4000509,000509BV01,NC04,NC04-2GALPER-GAI,NC04-2GALPER-RED,NC04-4000509-BV01
4000512,000512BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000512-BV01
4000675,000675BV01,NC04,NC04-1GALPRW-PSK,NC04-1GALPRW-PT,NC04-4000675-BV01
4000676,000676BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000676-BV01
4000677,000677BV01,NC04,NC04-1GALPER-SAX,NC04-1GALPER-NSP,NC04-4000677-BV01
4000682,000682BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000682-BV01
4000684,000684BV01,NC04,NC04-1GALGRC-NSP,NC04-1GALGRC-SPP,NC04-4000684-BV01
4000697,000697BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000697-BV01
4000701,000701BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000701-BV01
4000703,000703BV01,NC04,NC04-1QRTVIG-DEL,NC04-1QRTVIG,NC04-4000703-BV01
4000704,000704BV01,NC04,NC04-3GALPER,NC04-3GALPER,NC04-4000704-BV01
4000707,000707BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000707-BV01
4000708,000708BV01,NC04,NC04-1GALPER-HYP,NC04-1GALPER-SPP,NC04-4000708-BV01
4000724,000724BV01,NC04,NC04-1QRTVIG,NC04-1QRTVIG,NC04-4000724-BV01
4000731,000731BV01,NC04,NC04-1GALPRW-ANE,NC04-1GALPRW-PT,NC04-4000731-BV01
4000732,000732BV01,NC04,NC04-1GALPRW-ECH-SPP,NC04-1GALPRW-SP,NC04-4000732-BV01
4000752,000752BV01,NC04,NC04-12INPER-SAL,NC04-12INPER,NC04-4000752-BV01
4000765,000765BV01,NC04,NC04-2GALPRW-HYD-SPR,NC04-2GALPRW,NC04-4000765-BV01
4000771,000771BV01,NC04,NC04-2GALPRW-HYD-SPR,NC04-2GALPRW,NC04-4000771-BV01
4000772,000772BV01,NC04,NC04-2GALPRW-HYD-FAL,NC04-2GALPRW,NC04-4000772-BV01
4000795,000795BV01,NC04,NC04-1GALPER-ARM,NC04-1GALPER-SPP,NC04-4000795-BV01
4000797,000797BV01,NC04,NC04-1GALPRW-MON-FAL,NC04-1GALPRW-SP,NC04-4000797-BV01
4000811,4000811B02,NC04,NC04-1GALVIG-HUL,NC04-1GALVIG-SPP,BN-4000811-01
4000905,000905BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000905-BV01
4000919,000919BV01,NC04,NC04-2GALPER-KNI,NC04-2GALPER-RED,NC04-4000919-BV01
4000929,000929BV01,NC04,NC04-1GALVIG-PHX-SPR,NC04-1GALVIG-SPP,NC04-4000929-BV01
4000941,000941BV01,NC04,NC04-1GALPER-CLE-SPP,NC04-1GALPER-SPP,NC04-4000941-BV01
4000945,000945BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000945-BV01
4000962,000962BV01,NC04,NC04-08INWHB,NC04-08INWHB,NC04-4000962-BV01
4000969,000969BV01,NC04,NC04-306PVIG,NC04-306PVIG,NC04-4000969-BV01
4000974,000974BV01,NC04,NC04-2GALPER-HUL,NC04-2GALPER-GRAY,NC04-4000974-BV01
4000109,000109BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000109-BV01
4000125,000125BV01,NC04,NC04-2GALPER,NC04-2GALPER,NC04-4000125-BV01
4000147,000147BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000147-BV01
4000218,000218BV01,NC04,NC04-2GALPER-PT-HOS,NC04-2GALPER-PT-HOS,NC04-4000218-BV01
4000229,000229BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000229-BV01
4000230,000230BV01,NC04,NC04-1QRTPER,NC04-1QRTPER,NC04-4000230-BV01
4000246,000246BV01,NC04,NC04-2GALPER-PSK,NC04-2GALPER-BLUE,NC04-4000246-BV01
4000253,000253BV01,NC04,NC04-2GALPER-SED,NC04-2GALPER-GREEN,NC04-4000253-BV01
4000257,000257BV01,NC04,NC04-1QRTVIG,NC04-1QRTVIG,NC04-4000257-BV01
4000289,000289BV01,NC04,NC04-2GALPER-DIA-FAL,NC04-2GALPER-RED,NC04-4000289-BV01
4000313,000313BV01,NC04,NC04-1GALVIG-SP-HOS,NC04-1GALVIG-SPP,NC04-4000313-BV01
4000317,000317BV01,NC04,NC04-1GALVIG-CAN-SNS,NC04-1GALVIG-PT,NC04-4000317-BV01
4000320,000320BV01,NC04,NC04-1GALNNV-DPH,NC04-1GALNNV-SPP,NC04-4000320-BV01
4000347,000347BV01,NC04,NC04-14INPER-CAN,NC04-14INPER,NC04-4000347-BV01
4000347,000347BV02,NC04,NC04-14INPER-CAN,NC04-14INPER,NC04-4000347-BV02
4000347,000347BV03,NC04,NC04-14INPER-CAN,NC04-14INPER,NC04-4000347-BV03
4000391,000391BV01,NC04,NC04-2GALPER,NC04-2GALPER-YELLOW,NC04-4000391-BV01
4000453,000453BV01,NC04,NC04-3GALPER-HEU,NC03-3GALPER-TR,NC04-4000453-BV01
4000454,000454BV01,NC04,NC04-3GALPER-RUD,NC03-3GALPER-TR,NC04-4000454-BV01
4000464,000464BV01,NC04,NC04-1GALPER-HEL,NC04-1GALPER-SPP,NC04-4000464-BV01
4000479,000479BV01,NC04,NC04-1GALVIG-TRD,NC04-1GALVIG-SPP,NC04-4000479-BV01
4000497,000497BV01,NC04,NC04-1GALGRC-PAC-SPP,NC04-1GALGRC-NSP,NC04-4000497-BV01
4000501,000501BV01,NC04,NC04-1GALGRC-ORE,NC04-1GALGRC-SPP,NC04-4000501-BV01
4000507,000507BV01,NC04,NC04-2GALPER,NC04-2GALPER,NC04-4000507-BV01
4000516,000516BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000516-BV01
4000519,000519BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000519-BV01
4000520,000520BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000520-BV01
4000683,000683BV01,NC04,NC04-1GALPRW,NC04-1GALPRW-PT,NC04-4000683-BV01
4000715,000715BV01,NC04,NC04-3GALPER-LAV,NC04-3GALPER,NC04-4000715-BV01
4000717,000717BV01,NC04,NC04-3GALPER,NC04-3GALPER,NC04-4000717-BV01
4000720,000720BV01,NC04,NC04-2GALPRW,NC04-2GALPRW,NC04-4000720-BV01
4000753,000753BV01,NC04,NC04-1GALPRW-SP-HOS,NC04-1GALPRW-PT,NC04-4000753-BV01
4000767,000767BV01,NC04,NC04-2GALPRW-BUD-FAL,NC04-2GALPRW,NC04-4000767-BV01
4000798,000798BV01,NC04,NC04-1GALPRW-DIA-FAL,NC04-1GALPRW-PT,NC04-4000798-BV01
4000875,000875BV01,NC04,NC04-1GALPER,NC04-1GALPER-SPP,NC04-4000875-BV01
4000876,000876BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000876-BV01
4000922,000922BV01,NC04,NC04-1QRTPER-DEL,NC04-1QRTPER,NC04-4000922-BV01
4000928,000928BV01,NC04,NC04-1GALGRC-LAM-SPP,NC04-1GALGRC-SPP,NC04-4000928-BV01
4000956,000956BV01,NC04,NC04-11INPER-AQU,NC04-11INPER,NC04-4000956-BV01
4000964,000964BV01,NC04,NC04-3GALPER-CRY,NC04-3GALPER,NC04-4000964-BV01
4000965,000965BV01,NC04,NC04-3GALPER-GAI,NC04-3GALPER,NC04-4000965-BV01
4000970,000970BV01,NC04,NC04-306PVIG,NC04-306PVIG,NC04-4000970-BV01
4000971,000971BV01,NC04,NC04-306PVIG,NC04-306PVIG,NC04-4000971-BV01
4000973,000973BV03,NC04,NC04-1GALPER,NC04-1GALGRC-SPP,NC04-4000973-BV03
4000975,000975BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000975-BV01
4000988,000988BV01,NC04,NC04-1GALVIG-SPP,NC04-1GALVIG-SPP,NC04-4000988-BV01
4006980,006980BV01,NC04,NC04-1GALPER-HOS,NC04-1GALPER-SPP-HOS,NC04-4006980-BV01
4009678,009678BV01,NC04,NC04-1GALPER-HOS,NC04-1GALPER-SPP-HOS,NC04-4009678-BV01
4009679,009679BV01,NC04,NC04-1GALPER-HOS,NC04-1GALPER-SPP-HOS,NC04-4009679-BV01
5000224,,VA07,VA07-PT288-AGE,VA07-PT288-1/C,
4000713,000713BN01,NC03,NC03-1GALGRC-SAL-SPT,NC03-1GALGRC-SPP-TR,NC03-4000713-BN01
5000232,,VA07,VA07-PT288-ANG,VA07-PT288-1/C,
5003249,,VA05,VA05-PT050-IPO,VA05-PT50,
4000099,000099BO01,OH08,OH08-306PPER-LIL,OH08-306PPER,OH08-4000099-BO01
4000459,000459BO01,OH08,OH08-1GALPER-ART,OH08-1GALPER,OH08-4000459-BO01
4000696,000696BV01,NC04,NC04-1GALVIG-ACH-SPP,NC04-1GALVIG-SPP,NC04-4000696-BV01
5000185,,VA05,VA05-PT288-COL,VA05-PT288-SD-1/C,
5000181,,VA05,VA05-PT288-IMP,VA05-PT288-SD-1/C,
5000283,,VA05,VA05-PT288-PET-WAV,VA05-PT288-SD-1/C,
5000234,,VA05,VA05-PT288-POR,VA05-PT288-SD-1/C,
4000443,000443BN01,NC03,NC03-2GALVIG-PNC-SPR,NC03-2GALVIG-TR,NC03-4000443-BN01
4000228,000228BN01,NC03,NC03-2GALVIG-MUH,NC03-2GALVIG-TR,NC03-4000228-BN01
4000317,000317BN02,NC03,NC03-1GALVIG-CAN-NST,NC03-1GALVIG-SPT,NC03-4000317-BN02
5000160,,VA05,VA05-PT105-ANG,VA05-PT105-UN-1/C,
4000961,000961BN01,NC04,NC04-08INPER-LEU,NC04-08INWHB,NC04-4000961-BV01
5000577,,VA05,VA05-PT105-CUP,VA05-PT105EL-UN-2/C,
5000124,,VA05,VA05-PT105-POR,VA05-PT105-UN-1/C,
5000194,,VA05,VA05-PT105-SCA,VA05-PT105-UN-1/C,
5000293,,VA05,VA05-PT105-SED,VA05-PT105-UN-1/C,
4000737,000737BV01,NC04,NC04-12INPER-RUD,NC04-12INPER,NC04-4000737-BV01
4000347,000347BN01,NC03,NC03-14INPER-CAN,NC03-14INPER,NC03-4000347-BN01
4000214,000214BN03,NC03,NC03-1GALGRC-AJU-NST,NC03-1GALGRC-NST,NC03-4000214-BN03
4000719,000719BN01,NC03,NC03-2GALPRW-TR,NC03-2GALPRW-T,NC03-4000719-BN01
5000222,,VA05,VA05-PT288-CEL,VA05-PT288-SD-2/C,
5000406,,OH08,OH08-PT050-MUM,OH08-PT050-UN-1/C,
4000155,000155BV02,NC04,NC04-1GALPER,NC04-1GALPER-NSP,NC04-4000155-BV02
5003741,,VA05,VA05-PT050-IPO,VA05-PT50,
4000119,000119BO01,OH08,OH08-75INPLT-LIL,OH08-74INPER,OH08-4000119-BO01
4000119,000119BO02,OH08,OH08-75INPLT-LIL,OH08-74INPER,OH08-4000119-BO02
4000918,000918BO01,OH08,OH08-1GALPER-STA,OH08-1GALPER,OH08-4000918-BO01
4000520,000520BN01,NC03,NC03-1GALVIG-MUH-NSP,NC03-1GALVIG-SPT,NC03-4000520-BN01
4000228,000228BV01,NC04,NC04-2GALVIG,NC04-2GALVIG,NC04-4000228-BV01
4000243,000243BN01,NC03,NC03-1GALVIG-TR,NC03-1GALVIG-SPT,NC03-4000243-BN01
4000507,000507BN01,NC03,NC03-2GALPER-IRI,NC03-2GALPER,NC03-4000507-BN01
4000392,000392BV01,NC04,NC04-2GALPER-AQU,NC04-2GALPER-BLUE,NC04-4000392-BV01
4000289,000289BN02,NC03,NC03-2GALPER-DIA-FAL,NC03-2GALPER-DIA,NC03-4000289-BN02
4000129,000129BV02,NC04,NC04-1GALPER-IBE-FAL,NC04-1GALPER-NSP,NC04-4000129-BV02
4000130,000130BV02,NC04,NC04-1GALPER-LIT,NC04-1GALPER-NSP,NC04-4000130-BV01
5000291,,VA05,VA05-PT105-MUM,VA05-PT105-UN-1/C,
4000214,000214BV03,NC04,NC04-1GALGRC-AJU,NC04-1GALGRC-NSP,NC04-4000214-BV03
5003877,003877BM01,VA07,VA07-PT021-MUM,VA07-PT021-1/C,
5000203,,VA07,VA07-PT105-LYS,VA07-PT105-2/C,
5003878,003878BM01,VA07,VA07-PT021-CEL,VA07-PT021-1/C,
5000373,,VA05,VA05-PT105-CEL,VA05-PT105-UN-1/C,
4000678,000678BV01,NC04,NC04-1QRTPER-AQU,NC04-1QRTPER,NC04-4000678-BV01
4000232,000232BN02,NC03,NC03-1QRTPER-DIA-SPT,NC03-1QRTPER-TR,NC03-4000232-BN02
4000796,000796BV02,NC04,NC04-1GALPRW-PHX-FAL,NC04-1GALPRW-SP,NC04-4000796-BV02
5000603,,VA05,VA05-PT050EL-POI,VA05-PT50EL-POI,
5000592,,OH08,OH08-PT50EL-PHX,OH08-PT50EL-UN-1/C,
5000405,,OH08,OH08-PT050-POI,OH08-PT050FOAM,
4000449,000449BV01,NC04,NC04-3GALPER,NC04-3GALPER,NC04-4000449-BV01
4000451,000451BV01,NC04,NC04-3GALPER-AQU,NC04-3GALPER,NC04-4000451-BV01
